0,1,2,3,4,5,6,7,8,9,10,11,12,fitness
0.9228519450049026,0.9084402550528441,0.7934885043452227,0.9753847276972449,0.9495768073843156,0.2609594601726583,0.5567989021836868,0.5573930254634198,0.6756997946486725,0.42082051961069794,0.6124010874964396,0.529568514028403,0.9926293365911034,8.285945382631917
0.9206415558702947,0.8889205048879305,0.7273224187348242,0.3350205894066821,0.4492681745685352,0.870172717880697,0.9301824796789926,0.24695129819638845,0.8644151577613743,0.2874699289884768,0.9420023749113282,0.822128722223854,0.5300662880322082,8.27720570382518
0.09212381773593513,0.287779178014358,0.8990173289259683,0.99,0.4974812865840699,0.5306131902259241,0.9769826947831705,0.25907192371871274,0.99,0.2933278021512128,0.6769890772623579,0.0812841842648899,0.5989067359255478,8.271406887733368
0.2476143002936147,0.13463400210386917,0.9601791579140725,0.6593109530267498,0.8650355542192597,0.980101,0.00019899000000000002,0.21841162576006334,0.0001,0.4476961654455964,0.10343639359206179,0.22151218701145467,0.7755201728214519,8.267453426008085
0.2476143002936147,0.13463400210386917,0.9601791579140725,0.6593109530267498,0.8650355542192597,0.980101,0.00019899000000000002,0.21841162576006334,0.0001,0.4476961654455964,0.10343639359206179,0.22151218701145467,0.7755201728214519,8.262702364827783
0.980101,0.2518009406670951,0.7668489982923242,0.6428854809522774,0.21159789978495724,0.9801793921608,0.00019899000000000002,0.9199474201870562,0.0001,0.6020753112811156,0.0001,0.3594161671542935,0.5840239506344908,8.260414468375304
0.0001,0.0003939807009699,0.99,0.4431428204254959,0.837979803242259,0.014498111569789368,0.0003939807009699,0.1185329320068403,0.40730521402901504,0.8319643570998295,0.0001,0.07111349951070907,0.511486059276345,8.258812624864975
0.055636636919685796,0.000490001495890104,0.9212761788098767,0.6853721814107633,0.8716857057144436,0.11662581998276511,0.0005710122100752888,0.22969199324886957,0.00019899000000000002,0.980101,0.00019899000000000002,0.0704952531656509,0.99,8.256051323553734
0.16748465227456713,0.0005132574631066489,0.926142857653277,0.8247612614556444,0.99,0.0001,0.00025077797245901104,0.0001,0.7841401960402,0.18638037189999992,0.017260362816222608,0.0001,0.732312666815434,8.250272109212387
0.00029698020100000003,0.0007948425063462746,0.98794021608,0.7071504057315448,0.3360242763637594,0.011651268167885791,0.0013322809410723697,0.33511489286925616,0.0001,0.539533415681281,0.4770327290875735,0.31056737086212516,0.8631087693215487,8.245630285266547
0.0001,0.10516689717253726,0.9723409600024079,0.4843945916015857,0.21357349182485344,0.0003742686785633776,0.00021858804020000001,0.0001,0.0017821279985123044,0.08923700308122676,0.12584771623839777,0.0003171640650337368,0.1677037199329989,8.243549093174071
